Building, Road, Heading, Indoors
47.36588 8.53186, 47.36593 8.53204, 254.47588900277913, 0
47.36574 8.5319, 47.3658 8.53212, 254.7448812975294, 0
47.36562 8.53174, 47.36555 8.53154, 430.70995378053925, 0
47.36572 8.53106, 47.36582 8.53131, 248.1985905143501, 1
47.36575 8.53161, 47.36568 8.53144, 427.61986494785975, 1
47.36835 8.53002, 47.36823 8.53026, 296.56505117758684, 0
47.36788 8.5305, 47.36777 8.53044, 388.6104596659004, 0
47.36793 8.5303, 47.36781 8.53027, 374.03624346792645, 0
47.36567 8.53036, 47.36579 8.53019, 485.21759296706443, 2
47.36599 8.52738, 47.36594 8.52752, 289.653824056073, 1
47.36682 8.52799, 47.36678 8.52813, 285.94539590034674, 1
47.36667 8.52791, 47.36663 8.52804, 287.10272896839217, 1
47.36656 8.52782, 47.36652 8.52796, 285.94539590034674, 1
47.36642 8.52768, 47.36636 8.52784, 290.55604521895606, 1
47.36373 8.52442, 47.36395 8.5247, 231.8427734118925, 0
47.36372 8.52416, 47.36335 8.52436, 331.6069805789162, 1
47.36371 8.52393, 47.36335 8.52436, 309.93638314703463, 1
47.36476 8.52846, 47.36437 8.52803, 407.79270236611194, 1
47.36694 8.52806, 47.36691 8.52821, 281.3099324749336, 0
47.36498 8.52679, 47.36509 8.52638, 465.01836063105463, 1
47.36415 8.52515, 47.36414 8.52498, 446.6335393355173, 0
47.36483 8.52502, 47.36477 8.52482, 433.3007557665666, 0
47.36295 8.52432, 47.36307 8.52447, 231.34019174557892, 1
47.36296 8.52407, 47.36311 8.52439, 244.88516511418953, 1
47.36299 8.52374, 47.36315 8.52436, 255.52970590045044, 1
47.36323 8.52412, 47.36323 8.52435, 270.0, 1
47.36325 8.52386, 47.36324 8.52435, 271.16913932828027, 1
47.36347 8.52384, 47.36335 8.52436, 282.99461679218814, 1
47.36346 8.52434, 47.36335 8.52436, 349.69515353221107, 1
47.36347 8.52415, 47.36335 8.52436, 299.74488129756855, 1
47.36328 8.52498, 47.36328 8.52465, 450.0, 1
47.36374 8.52612, 47.36384 8.52608, 518.1985905141746, 0
47.36371 8.52579, 47.36377 8.52576, 513.434948824279, 0
47.36365 8.52558, 47.36375 8.52565, 214.9920201980122, 2
47.36399 8.52605, 47.36384 8.5261, 341.5650511768744, 2
47.36392 8.52565, 47.36405 8.52558, 511.6992442334334, 2
47.36387 8.52541, 47.36399 8.52534, 509.7435628366817, 0
47.36402 8.528, 47.36416 8.52806, 203.19859051320947, 1
47.36408 8.52683, 47.36422 8.52683, 180, 1
47.36405 8.52654, 47.36405 8.52635, 450.0, 2
47.36389 8.52655, 47.36389 8.52635, 450.0, 2
47.36374 8.52687, 47.36367 8.52676, 417.52880770909167, 0
47.36355 8.52657, 47.36353 8.52638, 443.9909940427286, 2
47.36338 8.52659, 47.36336 8.52641, 443.6598082543383, 0
47.3635 8.52707, 47.3635 8.52685, 450.0, 2
47.36387 8.52789, 47.36372 8.52809, 306.8698976452741, 0
47.36338 8.52748, 47.36329 8.5277, 292.2490236573565, 0
47.36325 8.52736, 47.36316 8.52757, 293.1985905135897, 0
47.36312 8.52724, 47.36303 8.52746, 292.2490236573565, 0
47.36298 8.52712, 47.36289 8.52733, 293.19859051376517, 0
47.36285 8.52699, 47.36276 8.52721, 292.24902365719436, 0
47.36258 8.52679, 47.3625 8.52698, 292.83365417897124, 0
47.36325 8.52691, 47.36329 8.5268, 469.9831065210085, 2
47.36306 8.52661, 47.36306 8.52644, 450.0, 0
47.36291 8.52662, 47.36291 8.52645, 450.0, 2
47.36246 8.52668, 47.36234 8.52672, 341.565051177078, 0
47.36347 8.52581, 47.36337 8.52566, 416.3099324749597, 0
47.36349 8.52607, 47.36334 8.52608, 356.18592516579974, 0
47.36301 8.52623, 47.36301 8.52645, 270.0, 2
47.36279 8.52624, 47.36279 8.52646, 270.0, 2
47.36274 8.52595, 47.3626 8.52594, 364.0856167797682, 0
47.362 8.52585, 47.36201 8.52564, 452.72631099282404, 0
47.36169 8.52583, 47.3616 8.52597, 302.73522627214436, 0
47.36203 8.52624, 47.36195 8.52643, 292.83365417715123, 0
47.36189 8.52613, 47.36181 8.52626, 301.607502247472, 0
47.36179 8.52598, 47.36171 8.52611, 301.60750224555, 0
47.36725 8.53621, 47.36719 8.53603, 431.5650511777565, 0
47.36726 8.53658, 47.36712 8.53668, 324.4623222084382, 0
47.36765 8.53738, 47.36759 8.53721, 430.5599651725754, 0
47.3678 8.53673, 47.36772 8.53679, 323.1301023557844, 0
47.36808 8.53759, 47.36805 8.5375, 431.56505117572095, 2
47.36686 8.53534, 47.36681 8.5352, 430.346175941348, 0
47.36703 8.53526, 47.36697 8.53508, 431.5650511775869, 0
47.36737 8.53507, 47.36729 8.53484, 430.8209919731595, 0
47.36732 8.53459, 47.36738 8.53478, 252.4744316268924, 0
47.36736 8.53437, 47.36746 8.5342, 480.46554492045414, 0
47.36688 8.53556, 47.36677 8.53564, 323.9726266145663, 0
47.36658 8.53466, 47.36647 8.53474, 323.97262661517146, 0
47.36685 8.53446, 47.36696 8.53438, 503.97262661517146, 0
47.36707 8.53424, 47.36702 8.53411, 428.9624889740011, 0
47.3672 8.53418, 47.36714 8.53401, 430.5599651723875, 2
47.36495 8.5373, 47.36507 8.53763, 250.0168934777038, 0
47.3651 8.53721, 47.36521 8.53752, 250.4633450620127, 0
47.36522 8.53712, 47.36533 8.53743, 250.4633450620127, 0
47.36555 8.53697, 47.36563 8.5372, 250.8209919732968, 0
47.36423 8.53831, 0 0, 0, 3
47.36487 8.53711, 47.36465 8.53735, 312.51044707878816, 0
47.36479 8.53694, 47.36473 8.53675, 432.4744316268924, 0
47.36577 8.53649, 47.36588 8.53641, 503.9726266145663, 0
47.36492 8.53681, 47.36487 8.53665, 432.645975365441, 0
47.36502 8.53673, 47.36497 8.53658, 431.5650511764673, 0
47.36515 8.53664, 47.36509 8.53648, 429.44395478125307, 0
47.36549 8.53637, 47.36544 8.53622, 431.5650511764673, 0
47.36567 8.53625, 47.36561 8.53608, 430.5599651704459, 0
47.3654 8.53552, 47.36533 8.53533, 429.77514056858365, 0
47.36505 8.53575, 47.36499 8.53558, 430.5599651725754, 0
47.36523 8.53563, 47.36517 8.53545, 431.5650511775869, 0
47.36516 8.53619, 47.36506 8.53626, 325.0079798019878, 2
47.3651 8.53598, 47.36499 8.53606, 323.9726266145663, 0
47.36547 8.53592, 47.36555 8.53613, 249.14554196106658, 0
47.36582 8.53255, 47.36576 8.53241, 426.8014094871415, 0
47.36617 8.53293, 47.36626 8.53275, 476.565051177078, 0
47.36607 8.53283, 47.36617 8.53264, 477.7585406001769, 0
47.36653 8.53385, 47.36624 8.53408, 321.581944655126, 0
47.36573 8.53419, 47.36562 8.53381, 433.85566121979457, 0
47.36601 8.53394, 47.36615 8.53383, 501.84277341173197, 0
47.36493 8.53535, 47.365 8.53557, 252.349875779898, 2
47.36579 8.53322, 47.3659 8.53313, 500.71059313911195, 0
47.36574 8.53309, 47.36585 8.533, 500.7105931372981, 0
47.36569 8.53296, 47.3658 8.53287, 500.71059313785236, 0
47.36564 8.53282, 47.36575 8.53273, 500.71059313785236, 0
47.36478 8.53412, 47.36486 8.53435, 250.8209919748758, 0
47.36574 8.53346, 47.36581 8.53369, 253.07248693565927, 0
47.36562 8.53355, 47.3655 8.53362, 329.7435628366817, 0
47.36535 8.53351, 47.36545 8.53345, 509.0362434689742, 0
47.36558 8.53343, 47.36546 8.5335, 329.7435628366817, 0
47.36532 8.53337, 47.36541 8.53331, 506.3099324742812, 0
47.36554 8.5333, 47.36543 8.53337, 327.5288077093311, 2
47.36551 8.53316, 47.36539 8.53323, 329.74356283731447, 2
47.36525 8.53312, 47.36534 8.53306, 506.3099324742812, 0
47.36547 8.53304, 47.36536 8.53311, 327.52880770867256, 0
47.36521 8.533, 47.36531 8.53294, 509.0362434689742, 0
47.36543 8.53291, 47.36532 8.53298, 327.52880771034893, 2
47.36513 8.53366, 47.36502 8.53371, 335.55604521951375, 0
47.36489 8.53379, 47.36502 8.53373, 515.2248594311184, 2
47.3651 8.53349, 47.36498 8.53354, 337.3801350512369, 0
47.36484 8.53357, 47.36498 8.53351, 516.8014094867906, 2
47.36502 8.53315, 47.36491 8.5332, 335.55604521874693, 0
47.36507 8.53292, 47.36503 8.53279, 432.897271028747, 0
47.36441 8.53575, 47.36448 8.53595, 250.70995378053925, 0
47.36452 8.53561, 47.3646 8.53586, 252.25532837405677, 0
47.36427 8.53587, 47.36433 8.53606, 252.47443162509785, 0
47.36417 8.53572, 47.36396 8.53585, 328.2405199154375, 0
47.36409 8.53556, 47.36392 8.53575, 311.820169879666, 0
47.36401 8.5354, 47.36383 8.53559, 313.45184230108146, 0
47.36399 8.5352, 47.36392 8.535, 430.70995378053925, 0
47.36364 8.5345, 47.36358 8.53429, 434.05460409958926, 0
47.36355 8.5338, 47.36348 8.53357, 433.0724869372792, 0
47.36449 8.53361, 47.36434 8.53368, 334.98310652234574, 0
47.36445 8.53345, 47.36431 8.53352, 333.4349488223404, 2
47.36444 8.53326, 47.36439 8.53308, 434.4758890027791, 0
47.36357 8.53409, 47.36344 8.53411, 351.25383773815076, 0
